Date,Description,Amount,Type,Category
2026-01-06,Payroll  10F5,2500.00,Income,Salary
2026-01-04,AMZN EU-UK YBG880/SB,24.25,Expense,Shopping
2026-01-05,RENT 9I7S LANDLORD,750.00,Expense,Rent
2026-01-05,STO  RENT PAYMENT,750.00,Expense,Rent
2026-01-05,BANK TRF Y1MWMS RENT,750.00,Expense,Rent
2026-01-03,STARBUCKS  MCR 38926,4.82,Expense,Food & Drink
2026-01-04,AMAZON UK #3M4V,24.99,Expense,Shopping
2026-01-02,UBER  TRIP 1TRL0P BIRMINGHM REF HMW4,8.14,Expense,Travel
2026-01-06,SALARY CREDIT 09RK7,2500.00,Income,Salary
2026-01-02,UBER *TRIP MANCHESTER,8.40,Expense,Travel
2026-01-03,CARD PAYMENT STARBUCKS 775,4.65,Expense,Food & Drink
2026-01-06,EMPLOYER PAY 9RIQL,2500.00,Income,Salary
2026-01-05,Bank Transfer Rent,750.00,Expense,Rent
2026-01-01,NETFLIX.COM 6QLM 5553,12.99,Expense,Entertainment
2026-01-03,COSTA LDN #581,4.65,Expense,Food & Drink
2026-01-03,COSTA* #33645 MANC,4.67,Expense,Food & Drink
2026-01-04,UK X5DK,25.59,Expense,Shopping
2026-01-02,UBER TRIP BIRMINGHM/2YW,8.40,Expense,Travel
2026-01-03,STARBUCKS LDN 2752,4.65,Expense,Food & Drink
2026-01-03,POS  STARBUCKS #87500,4.65,Expense,Food & Drink
2026-01-05,STO RENT P*AYMENT,750.00,Expense,Rent
2026-01-05,STO RENT PAYMENT REF #03Y9,753.53,Expense,Rent
2026-01-06,BACS 1FYUH SAL,2500.00,Income,Salary
2026-01-01,CARD PMT *NETFLIX,13.55,Expense,Entertainment
2026-01-04,AMAZON UK TMBA,24.99,Expense,Shopping
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-06,BACS SHE9G1 SALARY,2578.84,Income,Salary
2026-01-05,Fps RENT TO LaNdLORD,750.00,Expense,Rent
2026-01-02,uber bv wlxa8 nidd,8.25,Expense,Travel
2026-01-05,BANK TRANsFER RENT,750.00,Expense,Rent
2026-01-04,AMZN  MKTP UK *DP3Q,24.98,Expense,Shopping
2026-01-05,BANK TRF KRHZO7,750.00,Expense,Rent
2026-01-04,AMZN mKTp uK *5WwwOS,24.99,Expense,Shopping
2026-01-04,Amzn Mktp Uk *Rrf2,25.52,Expense,Shopping
2026-01-04,AMAZON UK,25.04,Expense,Shopping
2026-01-06,BACS W0M1 SALA,2500.00,Income,Salary
2026-01-04,AMZN  MKTP *AT6P,25.06,Expense,Shopping
2026-01-04,CARD PAYMENT AMAZON W14A,24.99,Expense,Shopping
2026-01-02,UBR* TRIP LIV,8.28,Expense,Travel
2026-01-01,NETFLIX 0OIHM GB,13.08,Expense,Entertainment
2026-01-03,POS TXN COSTA COFFEE 2946,4.56,Expense,Food & Drink
2026-01-01,NETFLIX.COM,12.99,Expense,Entertainment
2026-01-04,AMZn Mktp uk *pLi69V,25.23,Expense,Shopping
2026-01-02,Uber  Bv H08B,8.40,Expense,Travel
2026-01-05,bank  transfer rent,750.00,Expense,Rent
2026-01-02,UBER *TRIP MANCHESTER,8.70,Expense,Travel
2026-01-04,MKTP UK *24V00V,24.99,Expense,Shopping
2026-01-02,UBER *TRIP LONDON,8.73,Expense,Travel
2026-01-02,UBR*  BIRMINGHM C9NSJ3,8.46,Expense,Travel
2026-01-04,CARD PAYMENT AMAZON DZM5,24.99,Expense,Shopping
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-02,UBER BV EYF*L,8.40,Expense,Travel
2026-01-03,CARD PAYMENT STARBUCKS 165,4.65,Expense,Food & Drink
2026-01-03,sTaRBUCkS #9502 BHM,4.65,Expense,Food & Drink
2026-01-02,UBR* TRIP LIVERPOOL 8.40,8.40,Expense,Travel
2026-01-06,EMplOYer  PAY R7YpL1,2500.00,Income,Salary
2026-01-05,BANK* TRANSFER RENT,750.00,Expense,Rent
2026-01-04,AMAZON UK FKQ24,24.99,Expense,Shopping
2026-01-03,COSTA* 42201,4.65,Expense,Food & Drink
2026-01-05,re*nt 6sdt2 landlord ref 83jr,786.23,Expense,Rent
2026-01-02,UBER* BV F4WG 499,8.48,Expense,Travel
2026-01-05,BANK TRANS*FER RENT,750.00,Expense,Rent
2026-01-01,NETFLIX.COM  #8CMISF,12.99,Expense,Entertainment
2026-01-03,COSTA* 04716 MANC,4.65,Expense,Food & Drink
2026-01-02,UB*ER BV USAM4B,8.11,Expense,Travel
2026-01-04,AMZN MKTP UK *56OF5,24.83,Expense,Shopping
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-02,ubr* trip manchester #8.40,8.40,Expense,Travel
2026-01-04,AMAZON UK UDR0,24.99,Expense,Shopping
2026-01-06,Employer Pay 448Bq,2500.00,Income,Salary
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-02,Uber *Trip Lon,8.40,Expense,Travel
2026-01-05,Fps  Rent To Landlord,750.00,Expense,Rent
2026-01-05,STO RENT P*AYMENT 67,750.00,Expense,Rent
2026-01-06,PAYROLL E,2500.00,Income,Salary
2026-01-05,RENT GIG0Z LANDLORD REF YSLT,750.00,Expense,Rent
2026-01-01,NETFLIX HZMUT G*,12.99,Expense,Entertainment
2026-01-06,EMPLOYER* PAY KL1JO,2500.00,Income,Salary
2026-01-06,EMPLOYER PAY,2500.00,Income,Salary
2026-01-04,AMZN MKTP UK *U76300 846,24.99,Expense,Shopping
2026-01-05,FPS RENT TO,750.00,Expense,Rent
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-01,netflix 3pvi gb,12.99,Expense,Entertainment
2026-01-04,AMZN  UK *4CWVH,24.99,Expense,Shopping
2026-01-02,UBER TRIP HEY8F4 MANCHESTER,8.40,Expense,Travel
2026-01-06,Bacs  Nylu4 Salary,2500.00,Income,Salary
2026-01-01,NETFLIX  UQDVY GB MGQY,12.99,Expense,Entertainment
2026-01-03,STARBUCKS #101 LIVERPOOL,4.85,Expense,Food & Drink
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-01,CARD  PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-04,AMZN EU-UK RNV9,24.99,Expense,Shopping
2026-01-02,UBR* TRIP LIVERPOOL 8.40,8.71,Expense,Travel
2026-01-03,starbucks glasgow #522 ref eoolmo,4.46,Expense,Food & Drink
2026-01-05,BANK TRF 40I8 RENT,750.00,Expense,Rent
2026-01-05,Fps Rent To Landlord,750.00,Expense,Rent
2026-01-01,netflix iwb5yh gb,12.99,Expense,Entertainment
2026-01-04,CARD PAYMENT AMAZON 0Z,24.99,Expense,Shopping
2026-01-04,CARD PMT AMAZON PT3JM 1728,24.99,Expense,Shopping
2026-01-05,BANK  TRF BR3RN RENT,750.00,Expense,Rent
2026-01-03,COSTA COFFEE #61092,4.65,Expense,Food & Drink
2026-01-02,UBER *TRIP LIVERPOOL,8.40,Expense,Travel
2026-01-03,card payment starbucks 141,4.65,Expense,Food & Drink
2026-01-06,PAYROLL GV86,2500.00,Income,Salary
2026-01-06,SALARY CREDIT 7VUPA,2500.00,Income,Salary
2026-01-02,UBR*  LIVERPOOL SXVDFZ,8.40,Expense,Travel
2026-01-05,Rent  E0Xb Landlord,750.00,Expense,Rent
2026-01-02,UBER *TRIP LIVERPOOL,8.40,Expense,Travel
2026-01-04,AMZN EU-UK H39Q,24.99,Expense,Shopping
2026-01-06,Bacs Zr03N Salary,2500.00,Income,Salary
2026-01-01,CARD PAYMENT N,12.99,Expense,Entertainment
2026-01-01,CARD PAYMENT NETFLIX 1F3,13.58,Expense,Entertainment
2026-01-05,RENT VNKPFP LANDLORD,750.00,Expense,Rent
2026-01-04,CARD PMT AMAZON BGXS,24.99,Expense,Shopping
2026-01-03,POS STA*RBUCKS #807 CUMM,4.65,Expense,Food & Drink
2026-01-04,AMZN  MKTP UK *FWYB5,24.99,Expense,Shopping
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-01,netflix.com *uk 44,12.99,Expense,Entertainment
2026-01-06,Salary Credit Ml55D,2500.00,Income,Salary
2026-01-04,Amzn Mktp Uk *Ihl2,24.99,Expense,Shopping
2026-01-04,CARD PMT AMAZON JT6,24.02,Expense,Shopping
2026-01-01,NETFLIX.COM 2QXYO,12.99,Expense,Entertainment
2026-01-03,STARBUCKS BHM 96434,4.65,Expense,Food & Drink
2026-01-05,BANK TR*ANSFER RENT,750.00,Expense,Rent
2026-01-05,STO RENT PMT,750.00,Expense,Rent
2026-01-04,CARD PMT* AMAZON W5A50,25.35,Expense,Shopping
2026-01-05,RENT QSSHAK LANDLORD,750.00,Expense,Rent
2026-01-01,CE*GSA GB/DU5W,13.48,Expense,Entertainment
2026-01-01,Netflix.Com Tvdk,12.99,Expense,Entertainment
2026-01-04,AMZN  MKTP UK *1ENBB,24.99,Expense,Shopping
2026-01-04,AMAZON UK XT3C,24.99,Expense,Shopping
2026-01-06,BACS  CREDIT PA,2522.49,Income,Salary
2026-01-04,AMZN MKTP UK *Z4USV,24.23,Expense,Shopping
2026-01-03,POS TXN COSTA COFFEE 4827,4.44,Expense,Food & Drink
2026-01-05,BANK TRF VP4GL7 RENT S473,750.00,Expense,Rent
2026-01-04,Mktp Uk *V7Cf8U,24.04,Expense,Shopping
2026-01-02,UBR* LONDON GSFU#3E/WCO,8.40,Expense,Travel
2026-01-06,PAY KT8KX,2500.00,Income,Salary
2026-01-02,UBR* TRIP LIVERPOOL,8.37,Expense,Travel
2026-01-01,NeTFLIX.CoM *UK,12.56,Expense,Entertainment
2026-01-05,RENT LANDLORD,772.13,Expense,Rent
2026-01-04,amzn eu-uk nrbhf9,24.81,Expense,Shopping
2026-01-02,UBR* LIVERPOOL #4FRODQ 542,8.40,Expense,Travel
2026-01-05,RENT XHS6JE LANDLORD,750.00,Expense,Rent
2026-01-01,NETFLIX.COM WQ7F13,12.99,Expense,Entertainment
2026-01-03,STARBUCKS  STORE 639 LIVERPOOL/ZO,4.78,Expense,Food & Drink
2026-01-06,SALARY CREDIT LM#0WH,2500.00,Income,Salary
2026-01-05,RENT BF1Q2B LANDLO,750.00,Expense,Rent
2026-01-05,bank transfer rent,760.54,Expense,Rent
2026-01-03,STARBUCKS *BHM 1227,4.65,Expense,Food & Drink
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-01,NETFLIX BB6F0,12.52,Expense,Entertainment
2026-01-01,netflix.com  *uk,12.38,Expense,Entertainment
2026-01-03,COSTA COFFEE #86009 REF 7YFAZ,4.67,Expense,Food & Drink
2026-01-06,BACS  BVN7M9 SALARY,2500.00,Income,Salary
2026-01-04,Card Payment Amazo,24.38,Expense,Shopping
2026-01-02,UBR* TRIP LIVERPOOl 8.40,8.50,Expense,Travel
2026-01-04,Amzn Mktp Uk *#43O5 Jrrx,25.66,Expense,Shopping
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-02,Ubr* Birminghm,8.40,Expense,Travel
2026-01-03,STARBUCKS  STORE 44053 MCR,4.65,Expense,Food & Drink
2026-01-03,Coffee #779,4.69,Expense,Food & Drink
2026-01-06,BACS WNIAI4 SALARY,2500.00,Income,Salary
2026-01-02,UBER BV H1CBH,8.29,Expense,Travel
2026-01-01,NETFLIX 6GWQ GB,12.99,Expense,Entertainment
2026-01-02,UBER *TRIP LONDON 9X9YE,8.47,Expense,Travel
2026-01-05,STO RENT PMT,750.00,Expense,Rent
2026-01-01,NETFLIX LI86 GB,12.99,Expense,Entertainment
2026-01-03,COSTA LDN 81801,4.65,Expense,Food & Drink
2026-01-02,ubr*  trip liverpool 8.40,8.19,Expense,Travel
2026-01-04,AMZN MKTP UK *OL8C4,24.99,Expense,Shopping
2026-01-06,BACS CREDIT REF XPQ6E2,2500.00,Income,Salary
2026-01-04,Card Payment Amazon 37Hbmt,26.08,Expense,Shopping
2026-01-06,BACS DGMS SALARY,2500.00,Income,Salary
2026-01-05,BANK  TRF KUUETN RENT,750.00,Expense,Rent
2026-01-04,AMZN MKTP UK,25.90,Expense,Shopping
2026-01-02,UBR* TRIP MANCHESTER 8.40,8.40,Expense,Travel
2026-01-02,UBR* TRIP BIRMINGHM 8.40,7.99,Expense,Travel
2026-01-04,AMZN EU-UK OH9K4C,23.83,Expense,Shopping
2026-01-02,UBr* lONdON 72oEIH 2799,8.40,Expense,Travel
2026-01-05,FPS RENT TO LANDLORD/BZ,750.00,Expense,Rent
2026-01-01,Card Payment Netflix,12.99,Expense,Entertainment
2026-01-05,FPS RENT TO,750.00,Expense,Rent
2026-01-06,PAYROLL AF#0YV,2500.00,Income,Salary
2026-01-05,BANK TRF GZS4 RENT,770.26,Expense,Rent
2026-01-06,BaCs CrEDIT PAYROLl,2500.00,Income,Salary
2026-01-02,Uber Bv Jondtw,8.74,Expense,Travel
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-02,U*BER TRIP DNQG LONDON,8.40,Expense,Travel
2026-01-03,POS TXN COSTA COFFEE 816,4.53,Expense,Food & Drink
2026-01-02,UBER TRIP H61,8.40,Expense,Travel
2026-01-06,bacs  ob8x1,2500.00,Income,Salary
2026-01-02,uber m3lw87,8.51,Expense,Travel
2026-01-02,UBER TRIP 5QAX BIRMINGHM 9165,8.68,Expense,Travel
2026-01-01,NETFLIX.COM *UK,13.22,Expense,Entertainment
2026-01-02,Uber Trip 8Hyr Liverpool/3V,8.40,Expense,Travel
2026-01-01,JPHXRV GB,12.99,Expense,Entertainment
2026-01-04,Amzn Mktp Uk *6Yhabg,24.99,Expense,Shopping
2026-01-03,CARD PAYMENT STARBUCKS 39129,4.65,Expense,Food & Drink
2026-01-01,NETFLIX  N,12.99,Expense,Entertainment
2026-01-06,PAYROLL INLUUP,2500.00,Income,Salary
2026-01-04,AMZN MKTP UK *C#1TGS2,25.29,Expense,Shopping
2026-01-01,netflix.com *uk,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM  *UK,12.78,Expense,Entertainment
2026-01-03,STARB*UCKS  GLASGOW 84182,4.65,Expense,Food & Drink
2026-01-06,PAYROLL X656,2486.84,Income,Salary
2026-01-05,bank transfer rent,750.00,Expense,Rent
2026-01-05,RENT CLO8L5 LANDLORD ZKF,750.00,Expense,Rent
2026-01-01,NETFLIX 3SMK GB,12.99,Expense,Entertainment
2026-01-02,UBER *TRIP MANCHESTER,8.13,Expense,Travel
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-04,aMAZON Uk tZ5xF,24.99,Expense,Shopping
2026-01-02,UBER LONDON,8.57,Expense,Travel
2026-01-02,UBR* LONDON PLCS,8.73,Expense,Travel
2026-01-06,BACS K5A4R SALARY,2500.00,Income,Salary
2026-01-01,NETFLIX Z21GZD GB,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM JUAEA,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM MY,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM 1MCHI,12.99,Expense,Entertainment
2026-01-05,Sto Rent Payment,750.00,Expense,Rent
2026-01-01,NETFLIX TWOJT1 GB,12.99,Expense,Entertainment
2026-01-05,Sto *Rent Pay,750.00,Expense,Rent
2026-01-05,RENT 2WO9KH LAN*DLORD,750.00,Expense,Rent
2026-01-01,Netflix.Com #3Utg1/Caw,12.60,Expense,Entertainment
2026-01-03,POS STARBUCKS #074 63,4.65,Expense,Food & Drink
2026-01-04,AMZN EU-UK ITUGS,24.99,Expense,Shopping
2026-01-02,UBER  *TRIP MAN,8.60,Expense,Travel
2026-01-05,fps rent to landlord,750.00,Expense,Rent
2026-01-06,Pay Qxgodw 11,2500.00,Income,Salary
2026-01-06,EMPLOYER PAY UXI96A,2500.00,Income,Salary
2026-01-04,AMZN EU-UK 60FW,25.41,Expense,Shopping
2026-01-06,BACS IHTT SALARY,2500.00,Income,Salary
2026-01-03,POS TXN COSTA COFFEE 70022,4.65,Expense,Food & Drink
2026-01-06,B*ACS 3AGT SALARY,2500.00,Income,Salary
2026-01-02,UBER TRIP WAMCE LONDON,8.40,Expense,Travel
2026-01-02,UBR* TRIP BIRMINGHM 8.40,8.40,Expense,Travel
2026-01-05,FPS RENT TO LANDLORD,713.74,Expense,Rent
2026-01-01,NETFLIX.COM LAA6ZM 0IRG,12.99,Expense,Entertainment
2026-01-03,Card Payment Starbucks 0266,4.75,Expense,Food & Drink
2026-01-05,RENT A*YFHL9 LANDLORD,750.00,Expense,Rent
2026-01-03,POS TXN COSTA COFFEE 326,4.65,Expense,Food & Drink
2026-01-01,card payment netflix,13.57,Expense,Entertainment
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-06,BACS  C7S5C SALARY,2500.00,Income,Salary
2026-01-01,NETFLIX 6WC4 GB,12.99,Expense,Entertainment
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-01,NETFLIX.COM CD0PPX,12.99,Expense,Entertainment
2026-01-04,CARD  PAYMENT AMAZON T6LDKV,24.99,Expense,Shopping
2026-01-02,UBER *TRIP LONDON,8.40,Expense,Travel
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-03,Starb*Ucks Bhm 0749,4.60,Expense,Food & Drink
2026-01-04,AMZN MKTP UK *O15P7,25.04,Expense,Shopping
2026-01-05,BANK TRF EQQY RENT,737.36,Expense,Rent
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM TF3T,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM S2FI,12.99,Expense,Entertainment
2026-01-01,NETFLIX  AOYW#6 GB,12.99,Expense,Entertainment
2026-01-03,Starbucks 3125 Glasgow,4.65,Expense,Food & Drink
2026-01-04,Card Payment Amazon O0Ldtz,24.99,Expense,Shopping
2026-01-06,SALARY CREDIT ZRI1SO,2500.00,Income,Salary
2026-01-02,UBR* MANCHESTER AV8NFQ,8.53,Expense,Travel
2026-01-03,POS*  TXN COSTA COFFEE 7843,4.65,Expense,Food & Drink
2026-01-03,STARBUCKS #995 GLASGOW,4.65,Expense,Food & Drink
2026-01-06,BACS CR*EDIT PAYROLL,2500.00,Income,Salary
2026-01-06,SALARY CREDIT 7PTV,2500.00,Income,Salary
2026-01-02,UBER BV BO1C4,8.73,Expense,Travel
2026-01-02,uber bv xvvs23,8.40,Expense,Travel
2026-01-06,BACS CREDIT PAYROLL I4AD8,2500.00,Income,Salary
2026-01-01,NETFLIX.COM *UK/L5,12.79,Expense,Entertainment
2026-01-03,STARBUCKS STORE 56576* LIVERPOOL OM7,4.65,Expense,Food & Drink
2026-01-05,BANK TRF BPY1R2 RENT,750.00,Expense,Rent
2026-01-02,TRIp VW#6X lONdON,8.40,Expense,Travel
2026-01-02,Uber Trip X7V1 London,8.41,Expense,Travel
2026-01-06,SALARY  CREDIT OCE9,2500.00,Income,Salary
2026-01-04,card payment amazon 3rkh7,24.27,Expense,Shopping
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-05,STO RENT PAYMENT REF AZL4,750.00,Expense,Rent
2026-01-02,UBER *TR,8.61,Expense,Travel
2026-01-01,NETFLIX.COM *UK BV8,12.99,Expense,Entertainment
2026-01-04,Card  Payment Amazon Fa8No Ref Sv51,24.99,Expense,Shopping
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-02,UBER *TRIP LONDON,8.40,Expense,Travel
2026-01-05,BANK TRF RENT,760.18,Expense,Rent
2026-01-04,AMZN MKTP UK *#9QCA7S,24.99,Expense,Shopping
2026-01-04,AMZN EU-UK,24.99,Expense,Shopping
2026-01-03,COSTA LIV 83446,4.65,Expense,Food & Drink
2026-01-06,BACS CREDIT PAYROLL/0DP,2500.00,Income,Salary
2026-01-06,employer pay eycxdg,2500.00,Income,Salary
2026-01-02,UBR* TRIP MANCHESTER #8.40 REF APW8,8.40,Expense,Travel
2026-01-04,AMZN MKTP UK *OFOWR/8Q8,25.72,Expense,Shopping
2026-01-03,costa coffee #4453,4.65,Expense,Food & Drink
2026-01-03,POS TXN COSTA COFFEE 827,4.56,Expense,Food & Drink
2026-01-05,RENT 4RZAB LAND,750.00,Expense,Rent
2026-01-05,Bank Trf 4Xkav Rent,750.00,Expense,Rent
2026-01-03,pos sta*r,4.65,Expense,Food & Drink
2026-01-05,BANK*  TRANSFER RENT,750.00,Expense,Rent
2026-01-04,EU-UK W4HN REF ZGNQLR,24.99,Expense,Shopping
2026-01-01,NETFLIX.COM 6SE4SJ,12.94,Expense,Entertainment
2026-01-04,EU-U*K  U#4RM,25.42,Expense,Shopping
2026-01-03,COStA* 945 MANC,4.65,Expense,Food & Drink
2026-01-03,STARBuCKS sTORE 60625 LDN,4.44,Expense,Food & Drink
2026-01-04,CARD  PMT AMAZON 2EYBQM,25.94,Expense,Shopping
2026-01-05,RENT 6H4VJ LANDLORD,750.00,Expense,Rent
2026-01-05,RENT VE98Q,750.00,Expense,Rent
2026-01-06,BACS  CREDIT PAYROLL,2500.00,Income,Salary
2026-01-03,costa manc 802,4.65,Expense,Food & Drink
2026-01-02,UBR* MANCHESTER,8.40,Expense,Travel
2026-01-06,employer pay r7zua,2525.03,Income,Salary
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-04,Amazon Uk Zt2D8Y,24.99,Expense,Shopping
2026-01-05,sTO RENT PMt 563,750.00,Expense,Rent
2026-01-04,CARD PAYMENT AMAZON AL1Y,24.99,Expense,Shopping
2026-01-06,PAYROLL GMLRJ,2500.00,Income,Salary
2026-01-03,pos txn costa *coffee #1588,4.65,Expense,Food & Drink
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-04,AMZN MKTP UK *7SRKF,24.99,Expense,Shopping
2026-01-03,pOS starBuckS 99,4.65,Expense,Food & Drink
2026-01-02,uber *trip liverpool,8.40,Expense,Travel
2026-01-04,CARD PAYMENT AMAZON GRX2QM,25.96,Expense,Shopping
2026-01-06,payroll 7cft8,2500.00,Income,Salary
2026-01-02,Uber Bv J*7Nr,8.40,Expense,Travel
2026-01-02,UBER BV BX7VE,8.76,Expense,Travel
2026-01-01,CARD NETFLIX,12.99,Expense,Entertainment
2026-01-05,STO RENT PM*T,750.00,Expense,Rent
2026-01-04,card  payment amazon bweeec,23.86,Expense,Shopping
2026-01-02,UBER TRIP WOIE BIRMINGHM REF YN3O,8.40,Expense,Travel
2026-01-01,cARd PAYMENT NETFlIX,12.99,Expense,Entertainment
2026-01-06,SALARY CREDIT 3GMG,2500.00,Income,Salary
2026-01-03,COSTA* 31362 LIV,4.65,Expense,Food & Drink
2026-01-04,amzn mktp uk *gzi4,24.99,Expense,Shopping
2026-01-02,UBR* MANCHESTER PGV1B,8.76,Expense,Travel
2026-01-05,fPs RenT TO LANdLorD ID9S,750.00,Expense,Rent
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-02,UBER BV PUZUM RQJW7,8.40,Expense,Travel
2026-01-05,RENT  OCE8X LANDLORD,750.00,Expense,Rent
2026-01-02,UBER TRIP 3I5AQ LIVERPOOL,8.40,Expense,Travel
2026-01-04,AMZN EU-UK SS2Q1F,24.99,Expense,Shopping
2026-01-04,AMZN MKTP UK *CIUP9 REF 561L7F,24.99,Expense,Shopping
2026-01-04,AMZN MKTP UK *96CHB,24.99,Expense,Shopping
2026-01-06,BACS UDKEZ ERTMC,2500.00,Income,Salary
2026-01-06,BACS  CREDIT PAYROLL,2500.00,Income,Salary
2026-01-01,NETFLIX.COM  542V,12.99,Expense,Entertainment
2026-01-04,AMZN MKTP UK *QG#77,26.01,Expense,Shopping
2026-01-05,STO  RENT PAYMENT,750.00,Expense,Rent
2026-01-02,UBER HZ4I LIVERPOOL,8.40,Expense,Travel
2026-01-03,POS  STARBUCKS #19860,4.65,Expense,Food & Drink
2026-01-05,FPS  RENT TO LANDLORD,750.00,Expense,Rent
2026-01-06,PAYROLL NHV4X,2500.00,Income,Salary
2026-01-06,Salary Credit 9Sh2,2500.00,Income,Salary
2026-01-05,Sto Rent Payment,750.00,Expense,Rent
2026-01-06,EMPLOYER  PAY R38U4S/HDE8,2500.00,Income,Salary
2026-01-04,AMAZON UK 41*PSU,25.50,Expense,Shopping
2026-01-01,NETFLIX.COM  *UK,12.77,Expense,Entertainment
2026-01-02,uber bv mhe7h0,8.76,Expense,Travel
2026-01-01,NETFLIX.COM  *UK,12.78,Expense,Entertainment
2026-01-02,UBR* TRIP MANCHESTER 8.40,8.63,Expense,Travel
2026-01-02,UBER *TRIP LONDON,8.61,Expense,Travel
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-02,UBR* LONDON,8.49,Expense,Travel
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-02,UBeR  TrIp 1Wuo BIRmInGHM,8.40,Expense,Travel
2026-01-03,COSTA  CO*FFEE,4.65,Expense,Food & Drink
2026-01-05,Rent Aqb3F,750.00,Expense,Rent
2026-01-04,AMZN MKTP UK *3A8MB,24.99,Expense,Shopping
2026-01-02,UBER TRIP I#5O54F LIVERPOOL,8.40,Expense,Travel
2026-01-03,COSTA COFFEE,4.65,Expense,Food & Drink
2026-01-04,AMZN MKTP UK *R8D3M,25.31,Expense,Shopping
2026-01-04,AMAZON UK 5O11,24.99,Expense,Shopping
2026-01-02,UBER *TRIP BIRMINGHM,8.40,Expense,Travel
2026-01-01,netflix.com *,12.99,Expense,Entertainment
2026-01-02,UBR* TRIP MANCHESTER 8.40,8.33,Expense,Travel
2026-01-03,pos starbucks #301,4.65,Expense,Food & Drink
2026-01-04,AMZN  mKTP UK *WKiYv,24.99,Expense,Shopping
2026-01-02,UBER BV 6RYDQ,8.40,Expense,Travel
2026-01-01,NETFLIX.COM YZA#84,12.99,Expense,Entertainment
2026-01-02,UBER BV 0UZNO5,8.40,Expense,Travel
2026-01-05,STO  RENT PAYMENT,750.00,Expense,Rent
2026-01-01,CARD PAYMENT NETFLIX,13.62,Expense,Entertainment
2026-01-03,COSTA BIRM,4.65,Expense,Food & Drink
2026-01-04,UK MH1M,24.88,Expense,Shopping
2026-01-02,UBER TRIP 58DNBC,8.57,Expense,Travel
2026-01-01,nET*fLiX.CoM REF ZDFyM,12.99,Expense,Entertainment
2026-01-05,FPS  RENT TO LANDLORD,750.00,Expense,Rent
2026-01-01,NETFLIX.COM *UK,13.48,Expense,Entertainment
2026-01-06,BACS RLEQT SAL,2488.37,Income,Salary
2026-01-05,FPS RENT TO LANDLO,750.00,Expense,Rent
2026-01-03,Costa Coffee #8,4.42,Expense,Food & Drink
2026-01-04,AMZN MKTP UK *AXTO8D,25.34,Expense,Shopping
2026-01-03,Pos Txn Costa Coffe*E 52650,4.51,Expense,Food & Drink
2026-01-02,UBER TRIP 4OHZ0 BIRMI,8.17,Expense,Travel
2026-01-01,CARD  PMT NETFLIX,12.99,Expense,Entertainment
2026-01-06,SALARY CRED*IT FTOI6Y,2500.00,Income,Salary
2026-01-05,FPS RENT TO* LANDLORD,750.00,Expense,Rent
2026-01-05,Rent Cq8X Landlord,750.00,Expense,Rent
2026-01-01,NETFLIX.COM  D7QSC,12.98,Expense,Entertainment
2026-01-06,Bacs Credit Payroll/78F2,2500.00,Income,Salary
2026-01-01,Netflix.Com *Uk,12.40,Expense,Entertainment
2026-01-02,TRIP N2VZ MANCHESTER,8.40,Expense,Travel
2026-01-03,COSTA*  26548 BIRM,4.65,Expense,Food & Drink
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-02,UBR* lIVErPOOL L879,8.32,Expense,Travel
